frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,Tag,Des
172,0.002504,0,0,3,2345,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
76,0,0,0,2,2346,101,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_12,5,204,FALSE,1,TRUE,FALSE,FALSE,8,,,,,,,,,,,,1,16,PublishTopicEmpty
103,0.018,0,0,3,2346,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
133,0.991349,0,0,2,2346,36,59,3,,TRUE,1,TRUE,,,,,38948,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
158,0.004651,0,0,3,2346,2,64,4,0,,,,,,,,38948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
160,7.5E-05,0,0,3,2346,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
72,0,0,0,2,2347,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_18,5,192,FALSE,0,FALSE,FALSE,FALSE,0,,,,,,,,,,,,1,16,PublishTopicEmpty
90,0.014667,0,0,3,2347,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
131,0.994536,0,0,2,2347,36,52,3,,FALSE,2,FALSE,,,,,22115,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
157,0.004778,0,0,3,2347,2,80,5,0,,,,,,,,22115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
178,0.002804,0,0,3,2347,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
68,0,0,0,2,2348,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_2,5,196,FALSE,0,TRUE,FALSE,FALSE,11,,,,,,,,,,,,1,16,PublishTopicEmpty
92,0.015837,0,0,3,2348,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
121,0.988805,0,0,2,2348,35,59,3,,TRUE,1,TRUE,,,,,32777,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
135,0.004739,0,0,3,2348,2,64,4,0,,,,,,,,32777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
142,0.00064,0,0,3,2348,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
69,0,0,0,2,2349,97,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_5,5,4,FALSE,0,TRUE,FALSE,FALSE,29,,,,,,,,,,,,1,16,PublishTopicEmpty
96,0.017437,0,0,3,2349,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
132,0.991912,0,0,2,2349,35,61,3,,TRUE,2,TRUE,,,,,13274,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
153,0.004446,0,0,3,2349,2,80,5,0,,,,,,,,13274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
163,0.000457,0,0,3,2349,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
77,0,0,0,2,2350,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_6,5,196,FALSE,0,TRUE,FALSE,FALSE,0,,,,,,,,,,,,1,16,PublishTopicEmpty
94,0.017357,0,0,3,2350,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
137,0.99236,0,0,2,2350,35,53,3,,FALSE,2,TRUE,,,,,62575,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
190,0.007501,0,0,3,2350,2,80,5,0,,,,,,,,62575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
193,0.000142,0,0,3,2350,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
61,0,0,0,2,2351,82,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,13,sensor_rand_9,5,192,FALSE,0,FALSE,FALSE,FALSE,10,,,,,,,,,,,,1,16,PublishTopicEmpty
82,0.006172,0,0,3,2351,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
126,1.000733,0,0,2,2351,35,60,3,,TRUE,2,FALSE,,,,,24443,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
154,0.00693,0,0,3,2351,2,80,5,0,,,,,,,,24443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
170,0.001681,0,0,3,2351,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
62,0,0,0,2,2352,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_20,5,228,TRUE,0,TRUE,FALSE,FALSE,22,,,,,,,,,,,,1,16,PublishTopicEmpty
81,0.005707,0,0,3,2352,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
134,1.003642,0,0,2,2352,34,57,3,,TRUE,0,TRUE,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
184,0.007721,0,0,3,2352,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
79,0,0,0,2,2353,59,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_19,5,192,FALSE,0,FALSE,FALSE,FALSE,0,,,,,,,,,,,,1,16,PublishTopicEmpty
91,0.015087,0,0,3,2353,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
125,0.991818,0,0,2,2353,36,61,3,,TRUE,2,TRUE,,,,,40415,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
155,0.007001,0,0,3,2353,2,80,5,0,,,,,,,,40415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
162,0.00034,0,0,3,2353,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
74,0,0,0,2,2354,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_11,5,204,FALSE,1,TRUE,FALSE,FALSE,19,,,,,,,,,,,,1,16,PublishTopicEmpty
101,0.017814,0,0,3,2354,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
144,0.99245,0,0,2,2354,36,58,3,,TRUE,1,FALSE,,,,,47070,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
166,0.004299,0,0,3,2354,2,64,4,0,,,,,,,,47070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
183,0.002495,0,0,3,2354,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
71,0,0,0,2,2355,100,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_4,5,204,FALSE,1,TRUE,FALSE,FALSE,22,,,,,,,,,,,,1,16,PublishTopicEmpty
100,0.017753,0,0,3,2355,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
136,0.991964,0,0,2,2355,35,61,3,,TRUE,2,TRUE,,,,,23019,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
159,0.004288,0,0,3,2355,2,80,5,0,,,,,,,,23019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
161,1E-04,0,0,3,2355,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
67,0,0,0,2,2356,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_10,5,192,FALSE,0,FALSE,FALSE,FALSE,25,,,,,,,,,,,,1,16,PublishTopicEmpty
84,0.009447,0,0,3,2356,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
122,0.995548,0,0,2,2356,34,56,3,,TRUE,0,FALSE,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
147,0.005678,0,0,3,2356,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
78,0,0,0,2,2357,101,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_17,5,236,TRUE,1,TRUE,FALSE,FALSE,23,,,,,,,,,,,,1,16,PublishTopicEmpty
98,0.017705,0,0,3,2357,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
123,0.987658,0,0,2,2357,34,49,3,,FALSE,0,TRUE,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
141,0.004655,0,0,3,2357,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
66,0,0,0,2,2358,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_7,5,204,FALSE,1,TRUE,FALSE,FALSE,12,,,,,,,,,,,,1,16,PublishTopicEmpty
99,0.017723,0,0,3,2358,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
138,0.991994,0,0,2,2358,35,59,3,,TRUE,1,TRUE,,,,,29383,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
191,0.007542,0,0,3,2358,2,64,4,0,,,,,,,,29383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
194,0.000101,0,0,3,2358,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
75,0,0,0,2,2359,31,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,13,sensor_rand_8,5,0,FALSE,0,FALSE,FALSE,FALSE,28,,,,,,,,,,,,1,16,PublishTopicEmpty
95,0.01738,0,0,3,2359,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,PublishTopicEmpty
127,0.989525,0,0,2,2359,35,59,3,,TRUE,1,TRUE,,,,,18151,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
143,0.003168,0,0,3,2359,2,64,4,0,,,,,,,,18151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,PublishTopicEmpty
148,0.000725,0,0,3,2359,2,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,16,PublishTopicEmpty
74,0,0,0,2,2360,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_13,5,196,FALSE,0,TRUE,FALSE,FALSE,0,,,,,,,,,,,,1,16,SubscribeTopicEmpty
86,0.029254,0,0,3,2360,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
132,1.093934,0,0,2,2360,6,130,8,2,,,,,,,,59048,0,,,,1,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
61,0,0,0,2,2361,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_10,5,192,FALSE,0,FALSE,FALSE,FALSE,25,,,,,,,,,,,,1,16,SubscribeTopicEmpty
105,0.038587,0,0,3,2361,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
127,1.084601,0,0,2,2361,6,130,8,2,,,,,,,,57728,0,,,,1,,,,,,,,,,,,,,,,,,,,,24,0,FALSE,TRUE,1,0,,,,,,1,16,SubscribeTopicEmpty
65,0,0,0,2,2362,31,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,13,sensor_rand_8,5,0,FALSE,0,FALSE,FALSE,FALSE,28,,,,,,,,,,,,1,16,SubscribeTopicEmpty
84,0.028459,0,0,3,2362,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
139,1.094729,0,0,2,2362,6,130,8,2,,,,,,,,52524,0,,,,1,,,,,,,,,,,,,,,,,,,,,37,1,TRUE,FALSE,2,0,,,,,,1,16,SubscribeTopicEmpty
64,0,0,0,2,2363,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_14,5,196,FALSE,0,TRUE,FALSE,FALSE,6,,,,,,,,,,,,1,16,SubscribeTopicEmpty
90,0.030462,0,0,3,2363,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
126,1.092726,0,0,2,2363,6,130,8,2,,,,,,,,29440,0,,,,1,,,,,,,,,,,,,,,,,,,,,10,2,FALSE,TRUE,0,0,,,,,,1,16,SubscribeTopicEmpty
78,0,0,0,2,2364,59,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_19,5,192,FALSE,0,FALSE,FALSE,FALSE,0,,,,,,,,,,,,1,16,SubscribeTopicEmpty
99,0.036268,0,0,3,2364,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
135,1.08692,0,0,2,2364,6,130,8,2,,,,,,,,48045,0,,,,1,,,,,,,,,,,,,,,,,,,,,30,2,TRUE,TRUE,1,0,,,,,,1,16,SubscribeTopicEmpty
75,0,0,0,2,2365,97,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_5,5,4,FALSE,0,TRUE,FALSE,FALSE,29,,,,,,,,,,,,1,16,SubscribeTopicEmpty
93,0.032404,0,0,3,2365,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
140,1.090784,0,0,2,2365,6,130,8,2,,,,,,,,29090,0,,,,1,,,,,,,,,,,,,,,,,,,,,6,2,TRUE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
68,0,0,0,2,2366,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_18,5,192,FALSE,0,FALSE,FALSE,FALSE,0,,,,,,,,,,,,1,16,SubscribeTopicEmpty
83,0.027998,0,0,3,2366,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
125,1.09519,0,0,2,2366,6,130,8,2,,,,,,,,64926,0,,,,1,,,,,,,,,,,,,,,,,,,,,10,2,FALSE,TRUE,0,0,,,,,,1,16,SubscribeTopicEmpty
80,0,0,0,2,2367,100,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_1,5,212,FALSE,2,TRUE,FALSE,FALSE,0,,,,,,,,,,,,1,16,SubscribeTopicEmpty
87,0.029402,0,0,3,2367,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
124,1.093786,0,0,2,2367,6,130,8,2,,,,,,,,61123,0,,,,1,,,,,,,,,,,,,,,,,,,,,8,0,FALSE,TRUE,0,0,,,,,,1,16,SubscribeTopicEmpty
69,0,0,0,2,2368,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_16,5,192,FALSE,0,FALSE,FALSE,FALSE,15,,,,,,,,,,,,1,16,SubscribeTopicEmpty
88,0.029523,0,0,3,2368,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
133,1.093665,0,0,2,2368,6,130,8,2,,,,,,,,36409,0,,,,1,,,,,,,,,,,,,,,,,,,,,4,0,TRUE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
73,0,0,0,2,2369,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_7,5,204,FALSE,1,TRUE,FALSE,FALSE,12,,,,,,,,,,,,1,16,SubscribeTopicEmpty
95,0.033857,0,0,3,2369,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
137,1.089331,0,0,2,2369,6,130,8,2,,,,,,,,6691,0,,,,1,,,,,,,,,,,,,,,,,,,,,37,1,TRUE,FALSE,2,0,,,,,,1,16,SubscribeTopicEmpty
76,0,0,0,2,2370,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_20,5,228,TRUE,0,TRUE,FALSE,FALSE,22,,,,,,,,,,,,1,16,SubscribeTopicEmpty
102,0.038005,0,0,3,2370,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
136,1.085183,0,0,2,2370,6,130,8,2,,,,,,,,17890,0,,,,1,,,,,,,,,,,,,,,,,,,,,28,0,TRUE,TRUE,1,0,,,,,,1,16,SubscribeTopicEmpty
62,0,0,0,2,2371,100,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_4,5,204,FALSE,1,TRUE,FALSE,FALSE,22,,,,,,,,,,,,1,16,SubscribeTopicEmpty
94,0.032684,0,0,3,2371,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
128,1.090504,0,0,2,2371,6,130,8,2,,,,,,,,3965,0,,,,1,,,,,,,,,,,,,,,,,,,,,14,2,TRUE,TRUE,0,0,,,,,,1,16,SubscribeTopicEmpty
67,0,0,0,2,2372,82,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,13,sensor_rand_9,5,192,FALSE,0,FALSE,FALSE,FALSE,10,,,,,,,,,,,,1,16,SubscribeTopicEmpty
81,0.003821,0,0,3,2372,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
123,1.119367,0,0,2,2372,6,130,8,2,,,,,,,,20540,0,,,,1,,,,,,,,,,,,,,,,,,,,,42,2,FALSE,TRUE,2,0,,,,,,1,16,SubscribeTopicEmpty
79,0,0,0,2,2373,83,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_15,5,192,FALSE,0,FALSE,FALSE,FALSE,26,,,,,,,,,,,,1,16,SubscribeTopicEmpty
91,0.030833,0,0,3,2373,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
122,1.092355,0,0,2,2373,6,130,8,2,,,,,,,,64755,0,,,,1,,,,,,,,,,,,,,,,,,,,,46,2,TRUE,TRUE,2,0,,,,,,1,16,SubscribeTopicEmpty
66,0,0,0,2,2374,101,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_12,5,204,FALSE,1,TRUE,FALSE,FALSE,8,,,,,,,,,,,,1,16,SubscribeTopicEmpty
85,0.028606,0,0,3,2374,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
131,1.094582,0,0,2,2374,6,130,8,2,,,,,,,,16520,0,,,,1,,,,,,,,,,,,,,,,,,,,,5,1,TRUE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
77,0,0,0,2,2375,31,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,13,sensor_rand_3,5,0,FALSE,0,FALSE,FALSE,FALSE,7,,,,,,,,,,,,1,16,SubscribeTopicEmpty
96,0.035394,0,0,3,2375,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
134,1.087794,0,0,2,2375,6,130,8,2,,,,,,,,42797,0,,,,1,,,,,,,,,,,,,,,,,,,,,5,1,TRUE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
63,0,0,0,2,2376,125,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_11,5,204,FALSE,1,TRUE,FALSE,FALSE,19,,,,,,,,,,,,1,16,SubscribeTopicEmpty
89,0.030009,0,0,3,2376,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
130,1.093179,0,0,2,2376,6,130,8,2,,,,,,,,15179,0,,,,1,,,,,,,,,,,,,,,,,,,,,25,1,FALSE,TRUE,1,0,,,,,,1,16,SubscribeTopicEmpty
70,0,0,0,2,2377,101,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,14,sensor_rand_17,5,236,TRUE,1,TRUE,FALSE,FALSE,23,,,,,,,,,,,,1,16,SubscribeTopicEmpty
103,0.038195,0,0,3,2377,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
138,1.084993,0,0,2,2377,6,130,8,2,,,,,,,,46033,0,,,,1,,,,,,,,,,,,,,,,,,,,,4,0,TRUE,FALSE,0,0,,,,,,1,16,SubscribeTopicEmpty
72,0,0,0,2,2378,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_6,5,196,FALSE,0,TRUE,FALSE,FALSE,0,,,,,,,,,,,,1,16,SubscribeTopicEmpty
92,0.031936,0,0,3,2378,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
129,1.091252,0,0,2,2378,6,130,8,2,,,,,,,,10473,0,,,,1,,,,,,,,,,,,,,,,,,,,,30,2,TRUE,TRUE,1,0,,,,,,1,16,SubscribeTopicEmpty
71,0,0,0,2,2379,124,16,1,0,,,,,,,,,,,,,,,20,sensor/vital/hr/will,,,,17,,4,MQTT,13,sensor_rand_2,5,196,FALSE,0,TRUE,FALSE,FALSE,11,,,,,,,,,,,,1,16,SubscribeTopicEmpty
97,0.035505,0,0,3,2379,43,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,SubscribeTopicEmpty
121,1.087683,0,0,2,2379,6,130,8,2,,,,,,,,6341,0,,,,1,,,,,,,,,,,,,,,,,,,,,45,1,TRUE,TRUE,2,0,,,,,,1,16,SubscribeTopicEmpty
66,0,0,0,2,2380,59,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,sensor_rand_19,5,192,FALSE,0,FALSE,FALSE,FALSE,0,,,,,,,,,,,,1,16,UnSubscribeTopicEmpty
82,0.011688,0,0,3,2380,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,16,UnSubscribeTopicEmpty
123,1.11672,0,0,2,2380,5,162,10,2,,,,,,,,22699,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,UnSubscribeTopicEmpty
159,0.012071,0,0,3,2380,4,176,11,0,,,,,,,,22699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,16,UnSubscribeTopicEmpty
