frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,Tag,Des
154,0,0,0,2,0,88,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,14,MIX_FULL_MIX_7,5,194,FALSE,0,FALSE,TRUE,FALSE,17,,,,,,,,,,,,0,-1,
169,0.021526,0,0,3,0,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
477,0.391189,0,0,2,0,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
156,0,0,0,2,1,129,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_39/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_39,5,236,TRUE,1,TRUE,FALSE,FALSE,28,,,,,,,,,,,,0,-1,
165,0.017756,0,0,3,1,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
246,0.030367,0,0,2,1,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
276,0.006036,0,0,3,1,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
702,1.794304,0,0,2,1,46,130,8,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_40,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
703,0.004351,0,0,3,1,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
796,0.862012,0,0,2,1,75,51,3,,FALSE,1,TRUE,,,,,1,32,hospital/vital/hr/sensor_rand_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
798,0.003567,0,0,3,1,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
960,0.9354,0,0,2,1,75,50,3,,FALSE,1,FALSE,,,,,1,32,hospital/vital/hr/sensor_rand_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
962,0.004163,0,0,3,1,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1035,0.599523,0,0,2,1,75,51,3,,FALSE,1,TRUE,,,,,1,32,hospital/vital/hr/sensor_rand_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1047,0.004893,0,0,3,1,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1180,0.832404,0,0,2,1,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
151,0,0,0,2,2,158,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_45/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_45,5,206,FALSE,1,TRUE,TRUE,FALSE,0,,,,,,,,,,,,0,-1,
167,0.023696,0,0,3,2,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
257,0.030473,0,0,2,2,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_45,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
308,0.01071,0,0,3,2,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
683,1.691951,0,0,2,2,75,51,3,,FALSE,1,TRUE,,,,,1,32,hospital/vital/hr/sensor_rand_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
684,0.002397,0,0,3,2,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
762,0.700911,0,0,2,2,75,50,3,,FALSE,1,FALSE,,,,,1,32,hospital/vital/hr/sensor_rand_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
763,0.00341,0,0,3,2,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
866,0.659148,0,0,2,2,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
868,0.002272,0,0,3,2,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1200,2.025769,0,0,2,2,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
171,0,0,0,2,3,89,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,15,MIX_FULL_MIX_26,5,194,FALSE,0,FALSE,TRUE,FALSE,6,,,,,,,,,,,,0,-1,
189,0.005745,0,0,3,3,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
1280,5.853986,0,0,2,3,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1283,0.004824,0,0,3,3,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1351,0.434691,0,0,2,3,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1352,0.00377,0,0,3,3,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1513,1.21378,0,0,2,3,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1514,0.00298,0,0,3,3,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1780,1.947354,0,0,2,3,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
202,0,0,0,2,4,97,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_13/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_13,5,46,TRUE,1,TRUE,TRUE,FALSE,14,,,,,,,,,,,,0,-1,
229,0.009106,0,0,3,4,9,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
271,0.01157,0,0,2,4,120,52,3,,FALSE,2,FALSE,,,,,1,32,hospital/event/bp/sensor_rand_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
312,0.008112,0,0,3,4,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
368,0.014964,0,0,2,4,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
398,0.004129,0,0,3,4,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
522,0.471951,0,0,2,4,40,130,8,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_14,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
524,0.004126,0,0,3,4,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
674,1.137171,0,0,2,4,120,52,3,,FALSE,2,FALSE,,,,,1,32,hospital/event/bp/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
676,0.00306,0,0,3,4,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
678,0.005461,0,0,2,4,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
679,0.002454,0,0,3,4,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
755,0.627029,0,0,2,4,40,130,8,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_16,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
756,0.005467,0,0,3,4,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
968,1.358733,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
969,0.003737,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1151,1.191585,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1152,0.002819,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1311,1.154382,0,0,2,4,120,53,3,,FALSE,2,TRUE,,,,,1,32,hospital/event/bp/sensor_rand_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1312,0.003836,0,0,3,4,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1314,0.008772,0,0,2,4,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1315,0.003496,0,0,3,4,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1404,0.762765,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1405,0.003943,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1547,1.101852,0,0,2,4,120,52,3,,FALSE,2,FALSE,,,,,1,32,hospital/event/bp/sensor_rand_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1548,0.004461,0,0,3,4,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1550,0.00484,0,0,2,4,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1551,0.00399,0,0,3,4,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1609,0.344438,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1611,0.004175,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1815,1.338859,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1818,0.002871,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
2861,7.905092,0,0,2,4,40,130,8,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_25,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
2862,0.005675,0,0,3,4,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
3026,1.543886,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
3028,0.004243,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
3152,0.988333,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
3153,0.003047,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
3318,1.464726,0,0,2,4,37,162,10,2,,,,,,,,65526,32,hospital/event/bp/sensor_rand_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
3319,0.002562,0,0,3,4,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
3582,2.247705,0,0,2,4,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
219,0,0,0,2,5,129,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_44/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_44,5,204,FALSE,1,TRUE,FALSE,FALSE,15,,,,,,,,,,,,0,-1,
251,0.011052,0,0,3,5,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
299,0.008352,0,0,2,5,96,48,3,,FALSE,0,FALSE,,,,,,38,hospital/status/battery/sensor_rand_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
543,0.734228,0,0,2,5,96,48,3,,FALSE,0,FALSE,,,,,,38,hospital/status/battery/sensor_rand_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
658,0.847689,0,0,2,5,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
659,0.00621,0,0,3,5,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1719,7.431904,0,0,2,5,96,49,3,,FALSE,0,TRUE,,,,,,38,hospital/status/battery/sensor_rand_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1857,0.823018,0,0,2,5,96,48,3,,FALSE,0,FALSE,,,,,,38,hospital/status/battery/sensor_rand_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1943,0.533386,0,0,2,5,96,48,3,,FALSE,0,FALSE,,,,,,38,hospital/status/battery/sensor_rand_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2098,0.745563,0,0,2,5,46,130,8,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_51,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,-1,
2099,0.003289,0,0,3,5,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,-1,
2196,0.932877,0,0,2,5,96,49,3,,FALSE,0,TRUE,,,,,,38,hospital/status/battery/sensor_rand_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2333,0.982884,0,0,2,5,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2334,0.003883,0,0,3,5,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
2496,1.586424,0,0,2,5,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2503,0.004761,0,0,3,5,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
2698,1.737681,0,0,2,5,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2699,0.004449,0,0,3,5,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
2852,0.949092,0,0,2,5,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
2853,0.002582,0,0,3,5,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
3078,2.215939,0,0,2,5,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
214,0,0,0,2,6,155,16,1,0,,,,,,,,,,,,,,,25,mixed/MIX_FULL_MIX_2/will,,,,37,,4,MQTT,14,MIX_FULL_MIX_2,5,206,FALSE,1,TRUE,TRUE,FALSE,12,,,,,,,,,,,,0,-1,
242,0.010265,0,0,3,6,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
295,0.009478,0,0,2,6,94,48,3,,FALSE,0,FALSE,,,,,,37,hospital/status/battery/sensor_rand_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
564,0.919755,0,0,2,6,45,130,8,2,,,,,,,,65526,37,hospital/status/battery/sensor_rand_3,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
565,0.003483,0,0,3,6,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
816,1.821833,0,0,2,6,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
216,0,0,0,2,7,158,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_46/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_46,5,206,FALSE,1,TRUE,TRUE,FALSE,12,,,,,,,,,,,,0,-1,
254,0.012775,0,0,3,7,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
317,0.012607,0,0,2,7,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
332,0.003722,0,0,3,7,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
599,1.191217,0,0,2,7,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
601,0.00245,0,0,3,7,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
752,0.992978,0,0,2,7,46,130,8,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_48,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
753,0.002799,0,0,3,7,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
923,1.050386,0,0,2,7,102,49,3,,FALSE,0,TRUE,,,,,,38,hospital/status/battery/sensor_rand_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
978,0.494068,0,0,2,7,43,162,10,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
979,0.003744,0,0,3,7,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1126,0.98129,0,0,2,7,46,130,8,2,,,,,,,,65526,38,hospital/status/battery/sensor_rand_51,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
1127,0.004646,0,0,3,7,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
1323,1.389498,0,0,2,7,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
206,0,0,0,2,8,163,16,1,0,,,,,,,,,,,,,,,26,mixed/MIX_FULL_MIX_17/will,,,,38,,4,MQTT,15,MIX_FULL_MIX_17,5,204,FALSE,1,TRUE,FALSE,FALSE,14,,,,,,,,,,,,0,-1,
233,0.010395,0,0,3,8,53,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
294,0.011624,0,0,2,8,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
319,0.00602,0,0,3,8,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
549,0.824858,0,0,2,8,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
550,0.003716,0,0,3,8,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
704,0.964967,0,0,2,8,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
706,0.003908,0,0,3,8,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
809,0.893822,0,0,2,8,120,52,3,,FALSE,2,FALSE,,,,,1,32,hospital/event/bp/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
810,0.002474,0,0,3,8,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
812,0.005791,0,0,2,8,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
813,0.002795,0,0,3,8,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
911,0.51789,0,0,2,8,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_21,,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,-1,
915,0.0041,0,0,3,8,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,-1,
1018,0.958169,0,0,2,8,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1032,0.006605,0,0,3,8,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1102,0.445844,0,0,3,8,77,50,3,,FALSE,1,FALSE,,,,,1,32,hospital/vital/hr/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1106,0.006607,0,0,2,8,2,64,4,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1212,0.547465,0,0,2,8,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
1214,0.006517,0,0,3,8,77,51,3,,FALSE,1,TRUE,,,,,2,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1215,0.000377,0,0,3,8,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
1218,0.006623,0,0,2,8,2,64,4,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1360,1.164036,0,0,2,8,40,130,8,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_24,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,-1,
1362,0.004267,0,0,3,8,4,144,9,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,-1,
1553,1.530589,0,0,2,8,37,162,10,2,,,,,,,,65526,32,hospital/vital/hr/sensor_rand_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1554,0.003836,0,0,3,8,4,176,11,0,,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,-1,
1720,1.128475,0,0,2,8,120,52,3,,FALSE,2,FALSE,,,,,1,32,hospital/event/bp/sensor_rand_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1721,0.003555,0,0,3,8,2,80,5,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1723,0.007296,0,0,2,8,2,98,6,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1724,0.001726,0,0,3,8,2,112,7,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
1890,0.961299,0,0,2,8,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,
195,0,0,0,2,9,62,16,1,0,,,,,,,,,,,,,,,,,,,,,,4,MQTT,15,MIX_FULL_MIX_32,5,2,FALSE,0,FALSE,TRUE,FALSE,0,,,,,,,,,,,,0,-1,
225,0.007854,0,0,3,9,48,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,-1,
