frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,TAG,Des
52378,0.006091,0,0,0,1390,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1391,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
52379,0.003554,0,0,1,1390,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
52613,1.806876,0,0,0,1390,82,50,3,,FALSE,1,FALSE,,,,1,34,hospital/vital/hr/sensor_rand_1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52614,0.005477,0,0,1,1390,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
52662,0.35592,0,0,0,1390,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1393,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
52663,0.005083,0,0,1,1390,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
52890,1.794978,0,0,1,1390,126,50,3,,FALSE,1,FALSE,,,,1,34,hospital/event/bp/sensor_rand_1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52894,0.006109,0,0,0,1390,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53929,5.901805,0,0,1,1390,126,50,3,,FALSE,1,FALSE,,,,2,34,hospital/event/bp/sensor_rand_1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53933,0.007454,0,0,0,1390,2,64,4,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53963,0.091596,0,0,0,1390,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1395,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
53964,0.004885,0,0,1,1390,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
54118,1.537184,0,0,0,1390,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
54122,0.015955,0,0,1,1390,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
54122,0,0,0,1,1390,126,53,3,,FALSE,2,TRUE,,,,3,34,hospital/event/bp/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54127,0.007651,0,0,0,1390,2,80,5,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54131,0.004124,0,0,1,1390,4,98,6,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54134,0.00616,0,0,0,1390,2,112,7,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
56075,12.901709,0,0,0,1390,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
56076,0.003201,0,0,1,1390,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
57128,7.547304,0,0,0,1390,82,51,3,,FALSE,1,TRUE,,,,1,34,hospital/vital/hr/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
57129,0.003259,0,0,1,1390,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
57164,0.318334,0,0,0,1390,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
57165,0.005878,0,0,1,1390,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
57408,1.153439,0,0,0,1390,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52409,0,0,0,0,1391,164,16,1,0,,,,,,,,,,,,,,28,,,,40,,4,MQTT,17,MIX_FULL_MIX_1392,5,206,FALSE,1,TRUE,TRUE,FALSE,13,,,,,,,,,,,,0,,
52414,0.013711,0,0,1,1391,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52416,0.005356,0,0,0,1391,45,162,10,2,,,,,,,65526,40,hospital/status/battery/sensor_rand_1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52419,0.007117,0,0,1,1391,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
52579,1.145943,0,0,0,1391,45,162,10,2,,,,,,,65526,40,hospital/status/battery/sensor_rand_1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52582,0.003932,0,0,1,1391,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
52671,0.740662,0,0,0,1391,48,130,8,2,,,,,,,65526,40,hospital/status/battery/sensor_rand_1394,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
52672,0.005353,0,0,1,1391,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
52960,2.098468,0,0,0,1391,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52448,0,0,0,0,1392,96,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,17,MIX_FULL_MIX_1393,5,192,FALSE,0,FALSE,FALSE,FALSE,28,,,,,,,,,,,,0,,
52452,0.012314,0,0,1,1392,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52454,0.006752,0,0,0,1392,103,48,3,,FALSE,0,FALSE,,,,,40,hospital/status/battery/sensor_rand_1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52515,0.36468,0,0,0,1392,103,48,3,,FALSE,0,FALSE,,,,,40,hospital/status/battery/sensor_rand_1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52619,0.963893,0,0,0,1392,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52493,0,0,0,0,1393,164,16,1,0,,,,,,,,,,,,,,28,,,,40,,4,MQTT,17,MIX_FULL_MIX_1394,5,206,FALSE,1,TRUE,TRUE,FALSE,23,,,,,,,,,,,,0,,
52496,0.008455,0,0,1,1393,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52498,0.004492,0,0,0,1393,127,52,3,,FALSE,2,FALSE,,,,1,34,hospital/event/bp/sensor_rand_1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52499,0.003035,0,0,1,1393,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52501,0.00464,0,0,0,1393,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52503,0.002305,0,0,1,1393,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52561,0.622181,0,0,0,1393,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1395,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
52562,0.005612,0,0,1,1393,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
52789,1.763175,0,0,0,1393,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
52790,0.0063,0,0,1,1393,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
53092,1.892818,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53095,0.005556,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
53326,1.15578,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53327,0.003208,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
53554,1.09711,0,0,1,1393,124,48,3,,FALSE,0,FALSE,,,,,34,hospital/event/bp/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53647,0.471046,0,0,0,1393,127,53,3,,FALSE,2,TRUE,,,,1,34,hospital/event/bp/sensor_rand_1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53648,0.004385,0,0,1,1393,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53650,0.005744,0,0,0,1393,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53651,0.007289,0,0,1,1393,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53741,0.593277,0,0,0,1393,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
53742,0.004738,0,0,1,1393,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
53985,1.804192,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53987,0.006603,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54186,1.597194,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54187,0.00406,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54336,1.122047,0,0,0,1393,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1403,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
54337,0.01124,0,0,1,1393,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
54388,0.30686,0,0,1,1393,124,48,3,,FALSE,0,FALSE,,,,,34,hospital/event/bp/sensor_rand_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54473,0.643966,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54476,0.00867,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54554,0.680606,0,0,0,1393,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54555,0.003497,0,0,1,1393,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54782,1.627113,0,0,0,1393,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52581,0,0,0,0,1394,96,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,17,MIX_FULL_MIX_1395,5,192,FALSE,0,FALSE,FALSE,FALSE,17,,,,,,,,,,,,0,,
52584,0.005955,0,0,1,1394,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52589,0.007542,0,0,0,1394,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52590,0.00292,0,0,1,1394,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
52716,1.035501,0,0,0,1394,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52722,0.010049,0,0,1,1394,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
52938,1.569555,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1397,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
52941,0.00489,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
53267,1.72417,0,0,0,1394,82,50,3,,FALSE,1,FALSE,,,,1,34,hospital/vital/hr/sensor_rand_1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53273,0.00363,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
53355,0.500828,0,0,0,1394,82,51,3,,FALSE,1,TRUE,,,,1,34,hospital/vital/hr/sensor_rand_1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53356,0.004593,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
53544,0.852247,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
53546,0.004502,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
53768,1.338779,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
53770,0.005575,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
53898,0.998895,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1402,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
53899,0.004521,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
54096,1.371656,0,0,0,1394,82,51,3,,FALSE,1,TRUE,,,,1,34,hospital/vital/hr/sensor_rand_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54097,0.004054,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
54207,1.060785,0,0,1,1394,126,50,3,,FALSE,1,FALSE,,,,1,34,hospital/event/bp/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54213,0.00764,0,0,0,1394,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54306,0.641721,0,0,1,1394,126,50,3,,FALSE,1,FALSE,,,,2,34,hospital/event/bp/sensor_rand_1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54313,0.00885,0,0,0,1394,2,64,4,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55009,5.221581,0,0,1,1394,125,48,3,,FALSE,0,FALSE,,,,,34,hospital/event/bp/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55023,0.073436,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1405,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
55026,0.00963,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
55282,1.271291,0,0,0,1394,82,50,3,,FALSE,1,FALSE,,,,1,34,hospital/vital/hr/sensor_rand_1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55289,0.011522,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
55421,0.622156,0,0,0,1394,82,51,3,,FALSE,1,TRUE,,,,1,34,hospital/vital/hr/sensor_rand_1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55422,0.002929,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
55571,0.938101,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1408,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
55573,0.004264,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
55756,1.440321,0,0,0,1394,82,50,3,,FALSE,1,FALSE,,,,1,34,hospital/vital/hr/sensor_rand_1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55757,0.00516,0,0,1,1394,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
55784,0.213412,0,0,0,1394,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1410,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
55785,0.002579,0,0,1,1394,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
55786,0.000178,0,0,1,1394,126,51,3,,FALSE,1,TRUE,,,,3,34,hospital/event/bp/sensor_rand_1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55789,0.004169,0,0,0,1394,2,64,4,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
55997,1.504976,0,0,0,1394,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52597,0,0,0,0,1395,169,16,1,0,,,,,,,,,,,,,,28,,,,40,,4,MQTT,17,MIX_FULL_MIX_1396,5,204,FALSE,1,TRUE,FALSE,FALSE,10,,,,,,,,,,,,0,,
52601,0.012568,0,0,1,1395,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52605,0.005477,0,0,0,1395,104,48,3,,FALSE,0,FALSE,,,,,40,hospital/status/battery/sensor_rand_1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52677,0.79156,0,0,0,1395,42,130,8,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1397,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
52678,0.003508,0,0,1,1395,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
52820,1.096367,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52821,0.00463,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
53025,1.359368,0,0,0,1395,109,48,3,,FALSE,0,FALSE,,,,,40,hospital/status/battery/sensor_rand_1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53151,0.459275,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
53152,0.005085,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
53298,0.718545,0,0,0,1395,103,49,3,,FALSE,0,TRUE,,,,,40,hospital/status/battery/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54364,7.115449,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54365,0.002755,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54519,1.088417,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54520,0.002578,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54646,1.124433,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54647,0.003407,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54853,1.29449,0,0,0,1395,39,162,10,2,,,,,,,65526,34,hospital/event/bp/sensor_rand_1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54855,0.002351,0,0,1,1395,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
55185,2.223158,0,0,0,1395,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52632,0,0,0,0,1396,164,16,1,0,,,,,,,,,,,,,,28,,,,40,,4,MQTT,17,MIX_FULL_MIX_1397,5,238,TRUE,1,TRUE,TRUE,FALSE,22,,,,,,,,,,,,0,,
52638,0.010753,0,0,1,1396,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
52640,0.004616,0,0,0,1396,39,162,10,2,,,,,,,65526,34,hospital/vital/hr/sensor_rand_1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
52641,0.002614,0,0,1,1396,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
52868,1.735704,0,0,0,1396,42,130,8,2,,,,,,,65526,34,hospital/vital/hr/sensor_rand_1398,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
52869,0.003282,0,0,1,1396,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
53274,2.227818,0,0,1,1396,79,48,3,,FALSE,0,FALSE,,,,,34,hospital/vital/hr/sensor_rand_1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54078,4.903938,0,0,0,1396,39,162,10,2,,,,,,,65526,34,hospital/vital/hr/sensor_rand_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54079,0.003981,0,0,1,1396,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54204,1.234703,0,0,0,1396,127,53,3,,FALSE,2,TRUE,,,,1,34,hospital/event/bp/sensor_rand_1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54206,0.003396,0,0,1,1396,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54211,0.007697,0,0,0,1396,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54216,0.010932,0,0,1,1396,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54303,0.627453,0,0,0,1396,127,52,3,,FALSE,2,FALSE,,,,1,34,hospital/event/bp/sensor_rand_1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54304,0.003256,0,0,1,1396,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54308,0.006032,0,0,0,1396,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54310,0.002585,0,0,1,1396,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54383,0.553247,0,0,0,1396,127,52,3,,FALSE,2,FALSE,,,,1,34,hospital/event/bp/sensor_rand_1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54386,0.003035,0,0,1,1396,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54391,0.007149,0,0,0,1396,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54395,0.002149,0,0,1,1396,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54495,0.759351,0,0,0,1396,39,162,10,2,,,,,,,65526,34,hospital/vital/hr/sensor_rand_1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
54496,0.002158,0,0,1,1396,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
54690,1.655722,0,0,0,1396,42,130,8,2,,,,,,,65526,34,hospital/vital/hr/sensor_rand_1405,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
