frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,TAG,Des
152,0,0,0,0,0,89,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,15,MIX_FULL_MIX_15,5,194,FALSE,0,FALSE,TRUE,FALSE,29,,,,,,,,,,,,0,,
181,0.008909,0,0,1,0,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
280,0.024431,0,0,0,0,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
322,0.004505,0,0,1,0,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
578,1.101277,0,0,0,0,105,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
712,0.798672,0,0,0,0,99,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
786,0.795885,0,0,0,0,99,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1828,6.922044,0,0,0,0,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1829,0.002742,0,0,1,0,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1982,0.873575,0,0,0,0,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_21,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
1983,0.00319,0,0,1,0,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
2920,7.732688,0,0,0,0,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
2921,0.004627,0,0,1,0,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
2922,0.000874,0,0,1,0,75,49,3,,FALSE,0,TRUE,,,,,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3105,1.527844,0,0,0,0,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3106,0.005263,0,0,1,0,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3313,1.723202,0,0,0,0,105,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3379,0.576581,0,0,0,0,99,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3451,0.752373,0,0,0,0,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_27,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
3457,0.00792,0,0,1,0,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3457,0,0,0,1,0,75,49,3,,FALSE,0,TRUE,,,,,32,hospital/vital/hr/sensor_rand_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3692,1.78028,0,0,0,0,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
203,0,0,0,0,1,163,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_18,5,204,FALSE,1,TRUE,FALSE,FALSE,5,,,,,,,,,,,,0,,
248,0.013118,0,0,1,1,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
442,0.40719,0,0,0,1,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
182,0,0,0,0,2,158,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_11,5,206,FALSE,1,TRUE,TRUE,FALSE,16,,,,,,,,,,,,0,,
213,0.005922,0,0,1,2,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
348,0.028704,0,0,0,2,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
393,0.012375,0,0,1,2,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
425,0.009665,0,0,0,2,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
428,0.002555,0,0,1,2,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
523,0.485874,0,0,0,2,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_12,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
524,0.003234,0,0,1,2,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
706,1.362513,0,0,0,2,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_13,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
707,0.004105,0,0,1,2,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
935,1.542059,0,0,0,2,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_14,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
936,0.003565,0,0,1,2,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
1171,1.536831,0,0,0,2,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1172,0.003739,0,0,1,2,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1363,1.564695,0,0,0,2,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
171,0,0,0,0,3,155,16,1,0,,,,,,,,,,,,,,25,,,,37,,4,MQTT,14,MIX_FULL_MIX_8,5,206,FALSE,1,TRUE,TRUE,FALSE,22,,,,,,,,,,,,0,,
227,0.016333,0,0,1,3,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
283,0.011154,0,0,0,3,36,162,10,2,,,,,,,65526,31,hospital/event/bp/sensor_rand_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
337,0.007759,0,0,1,3,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
699,1.816277,0,0,0,3,97,49,3,,FALSE,0,TRUE,,,,,37,hospital/status/battery/sensor_rand_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
772,0.793356,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_10,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
773,0.00264,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1039,1.541503,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_11,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
1040,0.003132,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
1218,1.083692,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_12,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
1220,0.004074,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1415,1.613223,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_13,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
1416,0.004156,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
2464,7.369237,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
2465,0.002847,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
2577,1.004571,0,0,0,3,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_16,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
2582,0.005284,0,0,1,3,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
2768,1.399883,0,0,0,3,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
201,0,0,0,0,4,129,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_24,5,204,FALSE,1,TRUE,FALSE,FALSE,6,,,,,,,,,,,,0,,
225,0.011416,0,0,1,4,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
340,0.019228,0,0,0,4,123,53,3,,FALSE,2,TRUE,,,,1,32,hospital/event/bp/sensor_rand_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
383,0.012583,0,0,1,4,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
410,0.007092,0,0,0,4,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
415,0.003013,0,0,1,4,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
446,0.366976,0,0,0,4,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_25,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
454,0.018506,0,0,1,4,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
708,1.477252,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
710,0.00334,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
912,1.366767,0,0,0,4,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
913,0.003145,0,0,1,4,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
915,0.005088,0,0,0,4,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
916,0.002678,0,0,1,4,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1049,0.943934,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1053,0.00403,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1235,1.191888,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1237,0.003551,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2104,5.938391,0,0,0,4,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2108,0.008077,0,0,1,4,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2355,1.859656,0,0,0,4,123,53,3,,FALSE,2,TRUE,,,,1,32,hospital/event/bp/sensor_rand_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2356,0.002673,0,0,1,4,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2358,0.005735,0,0,0,4,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2359,0.002233,0,0,1,4,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2444,0.722514,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2445,0.002824,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2534,0.794584,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2535,0.002673,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3222,5.898989,0,0,0,4,0,192,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3223,0.002754,0,0,1,4,0,208,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3432,1.770583,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3434,0.002537,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3661,1.820229,0,0,0,4,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3662,0.002479,0,0,1,4,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3812,1.095171,0,0,0,4,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
192,0,0,0,0,5,124,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_40,5,206,FALSE,1,TRUE,TRUE,FALSE,0,,,,,,,,,,,,0,,
242,0.013661,0,0,1,5,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
300,0.010393,0,0,0,5,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
336,0.006775,0,0,1,5,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
702,1.825146,0,0,0,5,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
703,0.003131,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
1641,6.635164,0,0,0,5,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1642,0.003293,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
1763,0.795401,0,0,0,5,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_44,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
1765,0.003424,0,0,1,5,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
2067,1.652987,0,0,0,5,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2068,0.00348,0,0,1,5,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2192,1.108494,0,0,0,5,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_46,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
2194,0.003483,0,0,1,5,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3071,7.50515,0,0,0,5,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3079,0.003752,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
3189,0.761595,0,0,0,5,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_49,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
3190,0.003278,0,0,1,5,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
3190,0,0,0,1,5,104,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3347,1.587965,0,0,0,5,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_50,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
3349,0.00347,0,0,1,5,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3501,1.19539,0,0,0,5,78,50,3,,FALSE,1,FALSE,,,,1,32,hospital/vital/hr/sensor_rand_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3503,0.003796,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
3616,0.721545,0,0,0,5,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3618,0.002681,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,
3724,0.940709,0,0,0,5,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3725,0.002335,0,0,1,5,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
3849,0.744534,0,0,0,5,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3852,0.003069,0,0,1,5,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3994,1.162237,0,0,0,5,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_55,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
3995,0.003856,0,0,1,5,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
3996,0.00024,0,0,1,5,98,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
4263,1.461932,0,0,0,5,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
4265,0.002703,0,0,1,5,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
4441,1.243524,0,0,0,5,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
155,0,0,0,0,6,94,16,1,0,,,,,,,,,,,,,,,,,,,,4,MQTT,15,MIX_FULL_MIX_30,5,192,FALSE,0,FALSE,FALSE,FALSE,12,,,,,,,,,,,,0,,
179,0.007978,0,0,1,6,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
282,0.02515,0,0,0,6,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_30,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
370,0.018956,0,0,1,6,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
460,0.406503,0,0,1,6,120,48,3,,FALSE,0,FALSE,,,,,32,hospital/event/bp/sensor_rand_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1610,7.769073,0,0,0,6,99,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1737,0.972468,0,0,0,6,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
186,0,0,0,0,7,97,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_42,5,46,TRUE,1,TRUE,TRUE,FALSE,22,,,,,,,,,,,,0,,
251,0.013797,0,0,1,7,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
329,0.016556,0,0,0,7,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
389,0.015179,0,0,1,7,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
632,1.381075,0,0,0,7,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
634,0.002427,0,0,1,7,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
777,1.240491,0,0,0,7,78,50,3,,FALSE,1,FALSE,,,,1,32,hospital/vital/hr/sensor_rand_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
779,0.003559,0,0,1,7,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
922,0.667495,0,0,0,7,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
161,0,0,0,0,8,126,16,1,0,,,,,,,,,,,,,,25,,,,37,,4,MQTT,14,MIX_FULL_MIX_9,5,236,TRUE,1,TRUE,FALSE,FALSE,12,,,,,,,,,,,,0,,
240,0.018898,0,0,1,8,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
1333,6.183613,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1334,0.003737,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1512,1.299593,0,0,0,8,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_11,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
1513,0.003667,0,0,1,8,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
1670,1.156946,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1671,0.00328,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1932,1.601479,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1933,0.002596,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1963,0.129187,0,0,1,8,97,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2103,0.981784,0,0,0,8,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_14,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
2109,0.011111,0,0,1,8,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
2110,0.000145,0,0,1,8,98,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
